post_id,person,username,account_type,caption,date,label
16,Nikki Haley,nikkihaley,politician,I love that my little one likes to come to work with me! I am so proud of who he has become. ❤️🇺🇸#HeAlwaysHasAdvice #NotSoLittle #MyBiggestSupporter,4/2/2018,1
17,Nikki Haley,nikkihaley,politician,I Voted. I defend our country and our right to a free democracy every day at the UN. Many people in the world would love to have the ability to show the power of their voice at the polls. Please take time to vote In your local and state elections. Thank you to the great people in Lexington County. #SCVotes #VoteJune12SC #USA🇺🇸,6/11/2018,1
18,Nikki Haley,nikkihaley,politician,"My heart is full! I am blessed beyond measure. We now go back to our normal lives. We had so much fun. Thank you to the great people at Now Larimar 💙🏝☀️ Now bring on the Presidency of the Security Council! 🇺🇸
#Vacation #Blessed #MojoRestored #USSecurityCouncilPresidency",8/19/2018,1
19,Nikki Haley,nikkihaley,politician,"Tonight we said farewell to an intelligent, strong, and highly effective Ambassador who is loved by so many. Maria Emma Mejia has represented Colombia with strength and grace. She is an amazing leader and dear friend to all of us at the UN. Until we meet again....❤️ #Colombia #UntilNextTime",9/18/2018,1
20,Nikki Haley,nikkihaley,politician,My heart breaks for the families and community of the Tree Of Life Synagogue. An attack on the most sacred of places is the cruelest and most cowardly act a person can do. There is and will never be any tolerance for hate. #PrayersForPeace,10/27/2018,1
1,Kamala Harris,kamalaharris,politician,Always thankful to be surrounded by family on election night. #fourmoreyears,11/5/2014,0
2,Kamala Harris,kamalaharris,politician,"Congrats, Dr. #VivekMurthy, for being confirmed today as the youngest U.S. Surgeon General and the first of Indian descent. #yeswecan #desipride",12/15/2014,0
3,Kamala Harris,kamalaharris,politician,"Yesterday I announced my candidacy for U.S. Senate. I'm all in — are you with me? Share a photo with hashtag #TeamKamala to let us know you'll be there from the beginning, and I'll repost my favorites.",1/14/2015,0
4,Kamala Harris,kamalaharris,politician,"During #BlackHistoryMonth we honor black leaders and trailblazers, past and present. Each week I'll recognize an individual who has inspired me.
Edward Brooke, a former state AG and first popularly elected black U.S. senator, was a champion for equal rights. #BHM",2/4/2015,0
5,Kamala Harris,kamalaharris,politician,"Reducing recidivism is key to being #SmartOnCrime — today I was proud to launch ""Back on Track LA"" with @LASDHQ, LA County Probation, & @FordFoundation. This initiative will give participants the skills to become contributing and law-abiding members of society, which enhances public safety.",3/11/2015,0
6,Kamala Harris,kamalaharris,politician,"Women lose trillions of dollars to the #WageGap. Join me, Rep. Tammy Duckworth & Rep. Donna Edwards at EndTheWageGap.com.",4/14/2015,0
7,Kamala Harris,kamalaharris,politician,"Thank you, California Democrats. Together we can repair the ladder of opportunity. #CDP2015 #CASen #CADem",5/16/2015,0
8,Kamala Harris,kamalaharris,politician,"I'm glad @usedgov answered our call to make it easier for Corinthian students to relieve their debt. These students were trying to create a better life and future, and they shouldn't be punished for the deception and lies their schools sold to them. I'm focused on continuing to find ways to help these students get justice, achieve their educational goals and rebuild their lives.",6/9/2015,0
9,Kamala Harris,kamalaharris,politician,It's time for universal pre-k. It's time for full day kindergarten. It's time for affordable childcare for every family and a fair shot at college for every graduate. #OurFuture #fbf,7/24/2015,0
10,Kamala Harris,kamalaharris,politician,Thanks to @prochoiceca and all who pushed for #ReproFACTAct! Getting this #reprohealth law signed was a group effort.,10/9/2015,0
11,Kamala Harris,kamalaharris,politician,"On #ChildHealthDay, let's commit to making sure that every child in California has a healthy, happy start in life, and the opportunity to reach their full potential. 📷: @latimes",10/5/2015,1
12,Kamala Harris,kamalaharris,politician,I love speaking with young people about how they're making a difference on our campaign. Hope you can join me at our next event for young professionals in Los Angeles! See my bio for the link to register.,11/18/2015,1
13,Kamala Harris,kamalaharris,politician,"More than 20 million more adults have insurance thanks to the Affordable Care Act. Some of these people who didn’t have health insurance before, like Katherine’s daughter, now have access to critical preventive services like yearly checkups at no out-of-pocket costs. I intend to fight for all those who deserve access to affordable and quality health care.",1/6/2017,1
14,Kamala Harris,kamalaharris,politician,"When encountering law enforcement at the airport, know your rights. (1) You have the right to an attorney if you’re a U.S. citizen or being asked questions related to anything other than your immigration status. Don’t sign anything except for the ordinary customs forms. (2) Customs officers have the right to stop and search any person or belongings, but they cannot select you for a search based on your race, gender, religious, or ethnic background. (3) You have the right to wear religious head coverings, even if asked to remove it. If you believe you are being mistreated, document the events.",2/3/2017,1
15,Kamala Harris,kamalaharris,politician,"Judge Gorsuch’s record shows he is willing to favor corporations over the American people. From imposing religious views on employees to outright hostility toward workers, he has a history of rulings that directly hurt middle class families, consumers, women, and more. For this reason, I oppose his nomination.",3/27/2017,1
16,Kamala Harris,kamalaharris,politician,"We must fight for the vulnerable and voiceless, and make our country a safe, equitable place for all families to live and thrive.",4/19/2017,1
17,Kamala Harris,kamalaharris,politician,"Proud to be an alumna of Howard University and give the keynote address today. Once again, congratulations to the class of 2017 — your Howard family will be with you every step of the way on your new journey.",5/13/2017,1
18,Kamala Harris,kamalaharris,politician,"On June 26, 2015, the Supreme Court ruled 5-4 that the Constitution guarantees a right to marriage for all couples. In 2013, two years prior to the SCOTUS decision legalizing same-sex marriage nationwide, I was honored to marry Sandy Stier and Kris Perry after the U.S. Ninth Circuit Court of Appeals lifted California's ban on same-sex marriages. That was an incredibly moving day. But that day in 2015 was truly a historic day because, for the first time in our nation’s history, every single American had the right to marry the person they love.",6/26/2017,1
19,Kamala Harris,kamalaharris,politician,"On this day in 1965, President Lyndon B. Johnson signed Medicare and Medicaid into law. We must continue to honor his vision by strengthening and expanding, not slashing, these initiatives that help millions of Americans.",7/30/2017,1
